2016-10-20 19:48:23,982 INFO  [main] util.VersionInfo: HBase 1.1.4
2016-10-20 19:48:27,315 INFO  [main] server.ZooKeeperServer: Server environment:java.library.path=/usr/java/packages/lib/amd64:/usr/lib/x86_64-linux-gnu/jni:/lib/x86_64-linux-gnu:/usr/lib/x86_64-linux-gnu:/usr/lib/jni:/lib:/usr/lib
2016-10-20 19:48:27,316 INFO  [main] server.ZooKeeperServer: Server environment:java.io.tmpdir=/tmp
2016-10-20 19:48:27,316 INFO  [main] server.ZooKeeperServer: Server environment:java.compiler=<NA>
2016-10-20 19:48:27,316 INFO  [main] server.ZooKeeperServer: Server environment:os.name=Linux
2016-10-20 19:48:27,316 INFO  [main] server.ZooKeeperServer: Server environment:os.arch=amd64
2016-10-20 19:48:27,336 INFO  [main] server.ZooKeeperServer: Server environment:os.version=4.4.0-42-generic
2016-10-20 19:48:27,337 INFO  [main] server.ZooKeeperServer: Server environment:user.name=root
2016-10-20 19:48:27,338 INFO  [main] server.ZooKeeperServer: Server environment:user.home=/root
2016-10-20 19:48:27,338 INFO  [main] server.ZooKeeperServer: Server environment:user.dir=/
2016-10-20 19:48:27,586 INFO  [main] server.ZooKeeperServer: Created server with tickTime 2000 minSessionTimeout 4000 maxSessionTimeout 40000 datadir /tmp/hbase-root/zookeeper/zookeeper_0/version-2 snapdir /tmp/hbase-root/zookeeper/zookeeper_0/version-2
2016-10-20 19:48:27,768 INFO  [main] server.NIOServerCnxnFactory: binding to port 0.0.0.0/0.0.0.0:2181
2016-10-20 19:48:28,981 INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181] server.NIOServerCnxnFactory: Accepted socket connection from /127.0.0.1:37094
2016-10-20 19:48:29,071 INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181] server.NIOServerCnxn: Processing stat command from /127.0.0.1:37094
2016-10-20 19:48:29,149 INFO  [Thread-2] server.NIOServerCnxn: Stat command output
2016-10-20 19:48:29,159 INFO  [main] zookeeper.MiniZooKeeperCluster: Started MiniZooKeeperCluster and ran successful 'stat' on client port=2181
2016-10-20 19:48:29,160 INFO  [main] master.HMasterCommandLine: Starting up instance of localHBaseCluster; master=1, regionserversCount=1
2016-10-20 19:48:29,356 INFO  [Thread-2] server.NIOServerCnxn: Closed socket connection for client /127.0.0.1:37094 (no session established for client)
2016-10-20 19:48:34,599 WARN  [main] util.NativeCodeLoader: Unable to load native-hadoop library for your platform... using builtin-java classes where applicable
2016-10-20 19:48:37,986 INFO  [main] regionserver.RSRpcServices: master/hbase-docker/172.17.0.2:0 server-side HConnection retries=350
2016-10-20 19:48:39,574 INFO  [main] ipc.SimpleRpcScheduler: Using deadline as user call queue, count=3
2016-10-20 19:48:39,661 INFO  [main] ipc.RpcServer: master/hbase-docker/172.17.0.2:0: started 10 reader(s) listening on port=33613
2016-10-20 19:48:39,840 INFO  [main] impl.MetricsConfig: loaded properties from hadoop-metrics2-hbase.properties
2016-10-20 19:48:39,885 INFO  [main] impl.MetricsSystemImpl: Scheduled snapshot period at 10 second(s).
2016-10-20 19:48:39,885 INFO  [main] impl.MetricsSystemImpl: HBase metrics system started
2016-10-20 19:48:40,709 INFO  [main] zookeeper.RecoverableZooKeeper: Process identifier=master:33613 connecting to ZooKeeper ensemble=hbase-docker:2181
2016-10-20 19:48:40,752 INFO  [main] zookeeper.ZooKeeper: Client environment:zookeeper.version=3.4.6-1569965, built on 02/20/2014 09:09 GMT
2016-10-20 19:48:40,756 INFO  [main] zookeeper.ZooKeeper: Client environment:host.name=hbase-docker
2016-10-20 19:48:40,756 INFO  [main] zookeeper.ZooKeeper: Client environment:java.version=1.7.0_95
2016-10-20 19:48:40,756 INFO  [main] zookeeper.ZooKeeper: Client environment:java.vendor=Oracle Corporation
2016-10-20 19:48:40,756 INFO  [main] zookeeper.ZooKeeper: Client environment:java.home=/usr/lib/jvm/java-7-openjdk-amd64/jre
2016-10-20 19:48:40,757 INFO  [main] zookeeper.ZooKeeper: Client environment:java.class.path=/opt/hbase/bin/../conf:/usr/lib/jvm/java-7-openjdk-amd64/lib/tools.jar:/opt/hbase/bin/..:/opt/hbase/bin/../lib/activation-1.1.jar:/opt/hbase/bin/../lib/antisamy-1.4.3.jar:/opt/hbase/bin/../lib/aopalliance-1.0.jar:/opt/hbase/bin/../lib/apacheds-i18n-2.0.0-M15.jar:/opt/hbase/bin/../lib/apacheds-kerberos-codec-2.0.0-M15.jar:/opt/hbase/bin/../lib/api-asn1-api-1.0.0-M20.jar:/opt/hbase/bin/../lib/api-util-1.0.0-M20.jar:/opt/hbase/bin/../lib/asm-3.1.jar:/opt/hbase/bin/../lib/avro-1.7.4.jar:/opt/hbase/bin/../lib/batik-css-1.7.jar:/opt/hbase/bin/../lib/batik-ext-1.7.jar:/opt/hbase/bin/../lib/batik-util-1.7.jar:/opt/hbase/bin/../lib/bsh-core-2.0b4.jar:/opt/hbase/bin/../lib/commons-beanutils-1.7.0.jar:/opt/hbase/bin/../lib/commons-beanutils-core-1.7.0.jar:/opt/hbase/bin/../lib/commons-cli-1.2.jar:/opt/hbase/bin/../lib/commons-codec-1.9.jar:/opt/hbase/bin/../lib/commons-collections-3.2.2.jar:/opt/hbase/bin/../lib/commons-compress-1.4.1.jar:/opt/hbase/bin/../lib/commons-configuration-1.6.jar:/opt/hbase/bin/../lib/commons-daemon-1.0.13.jar:/opt/hbase/bin/../lib/commons-digester-1.8.jar:/opt/hbase/bin/../lib/commons-el-1.0.jar:/opt/hbase/bin/../lib/commons-fileupload-1.2.jar:/opt/hbase/bin/../lib/commons-httpclient-3.1.jar:/opt/hbase/bin/../lib/commons-io-2.4.jar:/opt/hbase/bin/../lib/commons-lang-2.6.jar:/opt/hbase/bin/../lib/commons-logging-1.2.jar:/opt/hbase/bin/../lib/commons-math-2.2.jar:/opt/hbase/bin/../lib/commons-math3-3.1.1.jar:/opt/hbase/bin/../lib/commons-net-3.1.jar:/opt/hbase/bin/../lib/disruptor-3.3.0.jar:/opt/hbase/bin/../lib/esapi-2.1.0.jar:/opt/hbase/bin/../lib/findbugs-annotations-1.3.9-1.jar:/opt/hbase/bin/../lib/guava-12.0.1.jar:/opt/hbase/bin/../lib/guice-3.0.jar:/opt/hbase/bin/../lib/guice-servlet-3.0.jar:/opt/hbase/bin/../lib/hadoop-annotations-2.5.1.jar:/opt/hbase/bin/../lib/hadoop-auth-2.5.1.jar:/opt/hbase/bin/../lib/hadoop-client-2.5.1.jar:/opt/hbase/bin/../lib/hadoop-common-2.5.1.jar:/opt/hbase/bin/../lib/hadoop-hdfs-2.5.1.jar:/opt/hbase/bin/../lib/hadoop-mapreduce-client-app-2.5.1.jar:/opt/hbase/bin/../lib/hadoop-mapreduce-client-common-2.5.1.jar:/opt/hbase/bin/../lib/hadoop-mapreduce-client-core-2.5.1.jar:/opt/hbase/bin/../lib/hadoop-mapreduce-client-jobclient-2.5.1.jar:/opt/hbase/bin/../lib/hadoop-mapreduce-client-shuffle-2.5.1.jar:/opt/hbase/bin/../lib/hadoop-yarn-api-2.5.1.jar:/opt/hbase/bin/../lib/hadoop-yarn-client-2.5.1.jar:/opt/hbase/bin/../lib/hadoop-yarn-common-2.5.1.jar:/opt/hbase/bin/../lib/hadoop-yarn-server-common-2.5.1.jar:/opt/hbase/bin/../lib/hbase-annotations-1.1.4-tests.jar:/opt/hbase/bin/../lib/hbase-annotations-1.1.4.jar:/opt/hbase/bin/../lib/hbase-client-1.1.4.jar:/opt/hbase/bin/../lib/hbase-common-1.1.4-tests.jar:/opt/hbase/bin/../lib/hbase-common-1.1.4.jar:/opt/hbase/bin/../lib/hbase-examples-1.1.4.jar:/opt/hbase/bin/../lib/hbase-hadoop-compat-1.1.4.jar:/opt/hbase/bin/../lib/hbase-hadoop2-compat-1.1.4.jar:/opt/hbase/bin/../lib/hbase-it-1.1.4-tests.jar:/opt/hbase/bin/../lib/hbase-it-1.1.4.jar:/opt/hbase/bin/../lib/hbase-prefix-tree-1.1.4.jar:/opt/hbase/bin/../lib/hbase-procedure-1.1.4.jar:/opt/hbase/bin/../lib/hbase-protocol-1.1.4.jar:/opt/hbase/bin/../lib/hbase-resource-bundle-1.1.4.jar:/opt/hbase/bin/../lib/hbase-rest-1.1.4.jar:/opt/hbase/bin/../lib/hbase-server-1.1.4-tests.jar:/opt/hbase/bin/../lib/hbase-server-1.1.4.jar:/opt/hbase/bin/../lib/hbase-shell-1.1.4.jar:/opt/hbase/bin/../lib/hbase-thrift-1.1.4.jar:/opt/hbase/bin/../lib/htrace-core-3.1.0-incubating.jar:/opt/hbase/bin/../lib/httpclient-4.2.5.jar:/opt/hbase/bin/../lib/httpcore-4.1.3.jar:/opt/hbase/bin/../lib/jackson-core-asl-1.9.13.jar:/opt/hbase/bin/../lib/jackson-jaxrs-1.9.13.jar:/opt/hbase/bin/../lib/jackson-mapper-asl-1.9.13.jar:/opt/hbase/bin/../lib/jackson-xc-1.9.13.jar:/opt/hbase/bin/../lib/jamon-runtime-2.3.1.jar:/opt/hbase/bin/../lib/jasper-compiler-5.5.23.jar:/opt/hbase/bin/../lib/jasper-runtime-5.5.23.jar:/opt/hbase/bin/../lib/java-xmlbuilder-0.4.jar:/opt/hbase/bin/../lib/javax.inject-1.jar:/opt/hbase/bin/../lib/jaxb-api-2.2.2.jar:/opt/hbase/bin/../lib/jaxb-impl-2.2.3-1.jar:/opt/hbase/bin/../lib/jcodings-1.0.8.jar:/opt/hbase/bin/../lib/jersey-client-1.9.jar:/opt/hbase/bin/../lib/jersey-core-1.9.jar:/opt/hbase/bin/../lib/jersey-guice-1.9.jar:/opt/hbase/bin/../lib/jersey-json-1.9.jar:/opt/hbase/bin/../lib/jersey-server-1.9.jar:/opt/hbase/bin/../lib/jets3t-0.9.0.jar:/opt/hbase/bin/../lib/jettison-1.3.3.jar:/opt/hbase/bin/../lib/jetty-6.1.26.jar:/opt/hbase/bin/../lib/jetty-sslengine-6.1.26.jar:/opt/hbase/bin/../lib/jetty-util-6.1.26.jar:/opt/hbase/bin/../lib/joni-2.1.2.jar:/opt/hbase/bin/../lib/jruby-complete-1.6.8.jar:/opt/hbase/bin/../lib/jsch-0.1.42.jar:/opt/hbase/bin/../lib/jsp-2.1-6.1.14.jar:/opt/hbase/bin/../lib/jsp-api-2.1-6.1.14.jar:/opt/hbase/bin/../lib/jsr305-1.3.9.jar:/opt/hbase/bin/../lib/junit-4.12.jar:/opt/hbase/bin/../lib/leveldbjni-all-1.8.jar:/opt/hbase/bin/../lib/libthrift-0.9.0.jar:/opt/hbase/bin/../lib/log4j-1.2.17.jar:/opt/hbase/bin/../lib/metrics-core-2.2.0.jar:/opt/hbase/bin/../lib/nekohtml-1.9.12.jar:/opt/hbase/bin/../lib/netty-3.2.4.Final.jar:/opt/hbase/bin/../lib/netty-all-4.0.23.Final.jar:/opt/hbase/bin/../lib/paranamer-2.3.jar:/opt/hbase/bin/../lib/protobuf-java-2.5.0.jar:/opt/hbase/bin/../lib/servlet-api-2.5-6.1.14.jar:/opt/hbase/bin/../lib/servlet-api-2.5.jar:/opt/hbase/bin/../lib/slf4j-api-1.7.7.jar:/opt/hbase/bin/../lib/slf4j-log4j12-1.7.5.jar:/opt/hbase/bin/../lib/snappy-java-1.0.4.1.jar:/opt/hbase/bin/../lib/spymemcached-2.11.6.jar:/opt/hbase/bin/../lib/xalan-2.7.0.jar:/opt/hbase/bin/../lib/xml-apis-1.3.03.jar:/opt/hbase/bin/../lib/xml-apis-ext-1.3.04.jar:/opt/hbase/bin/../lib/xmlenc-0.52.jar:/opt/hbase/bin/../lib/xom-1.2.5.jar:/opt/hbase/bin/../lib/xz-1.0.jar:/opt/hbase/bin/../lib/zookeeper-3.4.6.jar:
2016-10-20 19:48:40,757 INFO  [main] zookeeper.ZooKeeper: Client environment:java.library.path=/usr/java/packages/lib/amd64:/usr/lib/x86_64-linux-gnu/jni:/lib/x86_64-linux-gnu:/usr/lib/x86_64-linux-gnu:/usr/lib/jni:/lib:/usr/lib
2016-10-20 19:48:40,758 INFO  [main] zookeeper.ZooKeeper: Client environment:java.io.tmpdir=/tmp
2016-10-20 19:48:40,758 INFO  [main] zookeeper.ZooKeeper: Client environment:java.compiler=<NA>
2016-10-20 19:48:40,758 INFO  [main] zookeeper.ZooKeeper: Client environment:os.name=Linux
2016-10-20 19:48:40,759 INFO  [main] zookeeper.ZooKeeper: Client environment:os.arch=amd64
2016-10-20 19:48:40,760 INFO  [main] zookeeper.ZooKeeper: Client environment:os.version=4.4.0-42-generic
2016-10-20 19:48:40,760 INFO  [main] zookeeper.ZooKeeper: Client environment:user.name=root
2016-10-20 19:48:40,760 INFO  [main] zookeeper.ZooKeeper: Client environment:user.home=/root
2016-10-20 19:48:40,761 INFO  [main] zookeeper.ZooKeeper: Client environment:user.dir=/
2016-10-20 19:48:40,765 INFO  [main] zookeeper.ZooKeeper: Initiating client connection, connectString=hbase-docker:2181 sessionTimeout=10000 watcher=master:336130x0, quorum=hbase-docker:2181, baseZNode=/hbase
2016-10-20 19:48:40,811 INFO  [main-SendThread(hbase-docker:2181)] zookeeper.ClientCnxn: Opening socket connection to server hbase-docker/172.17.0.2:2181. Will not attempt to authenticate using SASL (unknown error)
2016-10-20 19:48:40,816 INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181] server.NIOServerCnxnFactory: Accepted socket connection from /172.17.0.2:40030
2016-10-20 19:48:40,817 INFO  [main-SendThread(hbase-docker:2181)] zookeeper.ClientCnxn: Socket connection established to hbase-docker/172.17.0.2:2181, initiating session
2016-10-20 19:48:40,830 INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181] server.ZooKeeperServer: Client attempting to establish new session at /172.17.0.2:40030
2016-10-20 19:48:40,927 INFO  [SyncThread:0] persistence.FileTxnLog: Creating new log file: log.1
2016-10-20 19:48:40,978 INFO  [main-SendThread(hbase-docker:2181)] zookeeper.ClientCnxn: Session establishment complete on server hbase-docker/172.17.0.2:2181, sessionid = 0x157e3a33a5e0000, negotiated timeout = 10000
2016-10-20 19:48:40,984 INFO  [SyncThread:0] server.ZooKeeperServer: Established session 0x157e3a33a5e0000 with negotiated timeout 10000 for client /172.17.0.2:40030
2016-10-20 19:48:41,112 INFO  [RpcServer.responder] ipc.RpcServer: RpcServer.responder: starting
2016-10-20 19:48:41,113 INFO  [RpcServer.listener,port=33613] ipc.RpcServer: RpcServer.listener,port=33613: starting
2016-10-20 19:48:41,381 INFO  [main] mortbay.log: Logging to org.slf4j.impl.Log4jLoggerAdapter(org.mortbay.log) via org.mortbay.log.Slf4jLog
2016-10-20 19:48:41,393 INFO  [main] http.HttpRequestLog: Http request log for http.requests.master is not defined
2016-10-20 19:48:41,437 INFO  [main] http.HttpServer: Added global filter 'safety' (class=org.apache.hadoop.hbase.http.HttpServer$QuotingInputFilter)
2016-10-20 19:48:41,461 INFO  [main] http.HttpServer: Added filter static_user_filter (class=org.apache.hadoop.hbase.http.lib.StaticUserWebFilter$StaticUserFilter) to context master
2016-10-20 19:48:41,461 INFO  [main] http.HttpServer: Added filter static_user_filter (class=org.apache.hadoop.hbase.http.lib.StaticUserWebFilter$StaticUserFilter) to context logs
2016-10-20 19:48:41,461 INFO  [main] http.HttpServer: Added filter static_user_filter (class=org.apache.hadoop.hbase.http.lib.StaticUserWebFilter$StaticUserFilter) to context static
2016-10-20 19:48:41,582 INFO  [main] http.HttpServer: Jetty bound to port 16010
2016-10-20 19:48:41,592 INFO  [main] mortbay.log: jetty-6.1.26
2016-10-20 19:48:43,510 INFO  [main] mortbay.log: Started SelectChannelConnector@0.0.0.0:16010
2016-10-20 19:48:43,521 INFO  [main] master.HMaster: hbase.rootdir=file:/data/hbase, hbase.cluster.distributed=false
2016-10-20 19:48:43,570 INFO  [main] master.HMaster: Adding backup master ZNode /hbase/backup-masters/hbase-docker,33613,1476992919924
2016-10-20 19:48:44,084 INFO  [hbase-docker:33613.activeMasterManager] master.ActiveMasterManager: Deleting ZNode for /hbase/backup-masters/hbase-docker,33613,1476992919924 from backup master directory
2016-10-20 19:48:44,093 WARN  [hbase-docker:33613.activeMasterManager] hbase.ZNodeClearer: Environment variable HBASE_ZNODE_FILE not set; znodes will not be cleared on crash by start scripts (Longer MTTR!)
2016-10-20 19:48:44,104 INFO  [hbase-docker:33613.activeMasterManager] master.ActiveMasterManager: Registered Active Master=hbase-docker,33613,1476992919924
2016-10-20 19:48:44,350 INFO  [main] regionserver.RSRpcServices: regionserver/hbase-docker/172.17.0.2:0 server-side HConnection retries=350
2016-10-20 19:48:44,356 INFO  [main] ipc.SimpleRpcScheduler: Using deadline as user call queue, count=3
2016-10-20 19:48:44,389 INFO  [main] ipc.RpcServer: regionserver/hbase-docker/172.17.0.2:0: started 10 reader(s) listening on port=35759
2016-10-20 19:48:44,396 INFO  [main] zookeeper.RecoverableZooKeeper: Process identifier=regionserver:35759 connecting to ZooKeeper ensemble=hbase-docker:2181
2016-10-20 19:48:44,404 INFO  [main] zookeeper.ZooKeeper: Initiating client connection, connectString=hbase-docker:2181 sessionTimeout=10000 watcher=regionserver:357590x0, quorum=hbase-docker:2181, baseZNode=/hbase
2016-10-20 19:48:44,411 INFO  [main-SendThread(hbase-docker:2181)] zookeeper.ClientCnxn: Opening socket connection to server hbase-docker/172.17.0.2:2181. Will not attempt to authenticate using SASL (unknown error)
2016-10-20 19:48:44,428 INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181] server.NIOServerCnxnFactory: Accepted socket connection from /172.17.0.2:40034
2016-10-20 19:48:44,440 INFO  [main-SendThread(hbase-docker:2181)] zookeeper.ClientCnxn: Socket connection established to hbase-docker/172.17.0.2:2181, initiating session
2016-10-20 19:48:44,442 INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181] server.ZooKeeperServer: Client attempting to establish new session at /172.17.0.2:40034
2016-10-20 19:48:44,449 INFO  [SyncThread:0] server.ZooKeeperServer: Established session 0x157e3a33a5e0001 with negotiated timeout 10000 for client /172.17.0.2:40034
2016-10-20 19:48:44,449 INFO  [main-SendThread(hbase-docker:2181)] zookeeper.ClientCnxn: Session establishment complete on server hbase-docker/172.17.0.2:2181, sessionid = 0x157e3a33a5e0001, negotiated timeout = 10000
2016-10-20 19:48:44,461 INFO  [RpcServer.responder] ipc.RpcServer: RpcServer.responder: starting
2016-10-20 19:48:44,462 INFO  [RpcServer.listener,port=35759] ipc.RpcServer: RpcServer.listener,port=35759: starting
2016-10-20 19:48:44,605 INFO  [main] http.HttpRequestLog: Http request log for http.requests.regionserver is not defined
2016-10-20 19:48:44,619 INFO  [main] http.HttpServer: Added global filter 'safety' (class=org.apache.hadoop.hbase.http.HttpServer$QuotingInputFilter)
